"PROLIFIC_PID","exp_cond","type","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","hnum_priv","private_flips","xi_shared","xi_private","imputed_omega"
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,27,0.26,2,"TTTHHTTTTT",3,"TTTHTTHTHT",20,30,0.7
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,70,0.68,5,"HTHHTTHTHT",8,"HTHHHHHHHT",50,80,0.666666666666667
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,29,0.6,6,"HHTHTHHTHT",4,"TTTTTHHTHH",60,40,1
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,47,0.47,4,"TTHTHHTHTT",5,"HHTTHTHTHT",40,50,0.7
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,50,0.52,7,"HHTHHHHTTH",5,"TTHHHTHTHT",70,50,1
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,40,0.28,3,"HTTTTTTHTH",3,"HTTTTHTTHT",30,30,NA
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,20,0.47,5,"HHTTTHTHHT",1,"TTTHTTTTTT",50,10,0.75
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,83,0.52,6,"HTHTTTHHHH",9,"HHHTHHHHHH",60,90,0.766666666666667
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,13,0.47,5,"THTHTHHTTH",0,"TTTTTTTTTT",50,0,0.74
"56cb15ad64c068000b4d7ca5","crowd10","expert","3",1,"417","1",24,"United States",1,66,0.44,5,"HTHHTHTHTT",7,"THTHHHHHHT",50,70,0.8
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,0,0.32,4,"HHTTHTTHTT",3,"TTHHTHTTTT",40,30,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,100,0.61,6,"TTHHHHHHTT",7,"HHHHHTHTTH",60,70,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,0,0.32,5,"THHTHTTTHH",3,"TTTHTTHTHT",50,30,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,100,0.46,3,"TTTTHTTHTH",6,"HTTTTHHHHH",30,60,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,50,0.62,5,"THTHTTHTHH",5,"THTHHTHTHT",50,50,NA
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,0,0.53,6,"THHHHTHTTH",2,"TTHHTTTTTT",60,20,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,50,0.26,1,"TTTTTTTTTH",2,"TTHTTTHTTT",10,20,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,100,0.39,1,"TTTTHTTTTT",5,"HHTHTHTTTH",10,50,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,100,0.61,4,"THTHTTHTHT",7,"THTHTHHHHH",40,70,1
"5806e73194364b00011f48e9","crowd10","expert","3",1,"291","1",24,"United States",0,90,0.42,4,"TTTHHHTTHT",5,"THTTTHHTHH",40,50,1
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,51,0.39,1,"TTTTHTTTTT",5,"TTHTHTHHHT",10,50,1
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,62,0.32,4,"HHTTHTTHTT",4,"HTTTHHHTTT",40,40,NA
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,15,0.42,4,"TTTHHHTTHT",3,"THTHTTTHTT",40,30,1
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,8,0.46,3,"TTTTHTTHTH",3,"TTHHTTTHTT",30,30,NA
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,51,0.61,4,"THTHTTHTHT",9,"HHHTHHHHHH",40,90,0.22
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,28,0.53,6,"THHHHTHTTH",5,"TTHTHTTHHH",60,50,1
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,52,0.32,5,"THHTHTTTHH",4,"HTTHTHTTHT",50,40,0
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,40,0.61,6,"TTHHHHHHTT",7,"HHTHHHTHTH",60,70,0
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,60,0.62,5,"THTHTTHTHH",5,"HTHTTTHTHH",50,50,NA
"580cab86b869700001d71628","crowd10","expert","3",1,"754","1",57,"United States",1,6,0.26,1,"TTTTTTTTTH",0,"TTTTTTTTTT",10,0,0.4
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,25,0.28,3,"HTTTTTTHTH",2,"TTTTHTHTTT",30,20,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,55,0.47,5,"THTHTHHTTH",6,"THTHHHTHHT",50,60,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,30,0.26,2,"TTTHHTTTTT",4,"TTHHTHTTHT",20,40,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,50,0.47,4,"TTHTHHTHTT",6,"HHHHHTTTHT",40,60,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,50,0.52,6,"HTHTTTHHHH",5,"TTHTTHHTHH",60,50,1
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,75,0.47,5,"HHTTTHTHHT",10,"HHHHHHHHHH",50,100,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,55,0.6,6,"HHTHTHHTHT",5,"HTTHTTHHTH",60,50,0.5
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,50,0.44,5,"HTHHTHTHTT",5,"HHHTHTTHTT",50,50,NA
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,50,0.52,7,"HHTHHHHTTH",5,"THTTHHHTTH",70,50,1
"58ae59babb9e0f0001acb414","individual","none","1",1,"267","1",18,"United States",0,60,0.68,5,"HTHHTTHTHT",7,"HTHTHHHHHT",50,70,0.5
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,50,0.32,5,"THHTHTTTHH",3,"THHTTTTHTT",50,30,0
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,35,0.39,1,"TTTTHTTTTT",6,"TTHHHHHHTT",10,60,0.5
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,40,0.42,4,"TTTHHHTTHT",4,"TTTHTTHHHT",40,40,NA
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,55,0.46,3,"TTTTHTTHTH",5,"HTTTHHHTHT",30,50,1
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,60,0.61,6,"TTHHHHHHTT",7,"HHTHTHTHHH",60,70,0
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,60,0.53,6,"THHHHTHTTH",7,"THHHTHHHHT",60,70,0
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,70,0.61,4,"THTHTTHTHT",9,"HTHHHHHHHH",40,90,0.6
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,60,0.62,5,"THTHTTHTHH",7,"THHTHTHHHH",50,70,0.5
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,35,0.32,4,"HHTTHTTHTT",3,"TTTTTTHHHT",40,30,0.5
"592533a116210d0001737634","individual","none","1",1,"393","1",41,"United States",1,20,0.26,1,"TTTTTTTTTH",2,"THHTTTTTTT",10,20,1
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,61,0.58,8,"HTHTHHHHHH",4,"TTTTTHTHHH",80,40,0.475
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,47,0.51,6,"HHTHHTHHTT",4,"TTTTTHHTHH",60,40,0.65
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,31,0.44,3,"TTTHHTHTTT",3,"THTHHTTTTT",30,30,NA
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,59,0.47,7,"HHHTTHHTHH",5,"HHHHTTTTTH",70,50,0.55
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,26,0.33,2,"TTHTTHTTTT",3,"TTHHHTTTTT",20,30,0.6
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,51,0.43,5,"HTHTHTHTHT",5,"HTHTHHTHTT",50,50,NA
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,13,0.32,1,"TTHTTTTTTT",2,"TTHTTHTTTT",10,20,0.3
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,57,0.52,3,"HTTTTHTTTH",7,"HTHHHTHHHT",30,70,0.675
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,68,0.72,8,"HHHHHHTTHH",5,"HTTTTHHHHT",80,50,0.4
"59658491b9153e0001617465","crowd10","expert","3",1,"419","2",19,"United States",1,54,0.4,6,"HHHTHTTHHT",5,"HTTTTHHHHT",60,50,0.6
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,51,0.68,8,"HTHTHHHHHH",7,"HHTHHTHHTH",80,70,1
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,65,0.46,9,"THHHHHHHHH",5,"HHTTTHHTHT",90,50,0.625
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,27,0.37,3,"HTTTTTTTHH",4,"THTHTTTHTH",30,40,0
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,71,0.48,8,"HHHTHHTHHH",4,"TTTTHTTHHH",80,40,0.225
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,70,0.74,7,"HHTTHHHTHH",6,"HHHHTHTTTH",70,60,0
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,30,0.39,3,"TTHHTTTTTH",3,"HTHTTTTHTT",30,30,NA
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,52,0.56,4,"TTTHHTTTHH",6,"HHHTTTHTHH",40,60,0.6
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,49,0.64,5,"THHHTHTTTH",8,"HHHHHHHTHT",50,80,0
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,58,0.72,6,"TTHTHTHHHH",8,"HTHHHHHTHH",60,80,0
"5a1f24609b760100013a8c1b","contest10","none","2",1,"156","1",23,"United States",1,69,0.69,5,"THTHHTHTTH",6,"HHHTTHTTHH",50,60,1
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,75,0.72,8,"HHHHHHTTHH",7,"THHTHHHTHH",80,70,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,60,0.51,6,"HHTHHTHHTT",6,"HHHTTTHHTH",60,60,NA
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,25,0.33,2,"TTHTTHTTTT",3,"HTTTHTTTTH",20,30,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,30,0.44,3,"TTTHHTHTTT",3,"TTTTHHTHTT",30,30,NA
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,15,0.32,1,"TTHTTTTTTT",2,"HTTTTTHTTT",10,20,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,60,0.47,7,"HHHTTHHTHH",5,"HTHTHHHTTT",70,50,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,40,0.52,3,"HTTTTHTTTH",5,"THTTHTHTHH",30,50,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,70,0.58,8,"HTHTHHHHHH",6,"THHHHTTHHT",80,60,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,45,0.4,6,"HHHTHTTHHT",3,"HHTTTTTHTT",60,30,0.5
"5a285307df86d80001455de5","individual","none","3",0,"248","2",24,"United States",0,40,0.43,5,"HTHTHTHTHT",3,"TTTTHTHHTT",50,30,0.5
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,52,0.56,4,"TTTHHTTTHH",7,"HHHTHTHHTH",40,70,0.4
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,60,0.48,8,"HHHTHHTHHH",2,"TTTHHTTTTT",80,20,0.333333333333333
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,30,0.37,3,"HTTTTTTTHH",3,"TTHHTTTHTT",30,30,NA
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,63,0.69,5,"THTHHTHTTH",8,"HHHHHHTTHH",50,80,0.433333333333333
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,67,0.64,5,"THHHTHTTTH",8,"HHHHHTHTHH",50,80,0.566666666666667
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,70,0.74,7,"HHTTHHHTHH",7,"TTHHTHHHHH",70,70,NA
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,75,0.68,8,"HTHTHHHHHH",7,"HHTTHHHTHH",80,70,0.5
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,57,0.46,9,"THHHHHHHHH",4,"HTTHTHTTTH",90,40,0.66
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,50,0.39,3,"TTHHTTTTTH",5,"THHTTHHTHT",30,50,1
"5a6e1eded5d4cb0001d67742","contest10","none","2",1,"139","1",21,"Korea",0,70,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0.25
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,20,0.33,2,"TTHTTHTTTT",2,"TTTTTTTHHT",20,20,NA
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,54,0.4,6,"HHHTHTTHHT",7,"HTTHHHHHHT",60,70,0
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,81,0.58,8,"HTHTHHHHHH",7,"HTHHHTHHTH",80,70,0
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,34,0.47,7,"HHHTTHHTHH",1,"HTTTTTTTTT",70,10,0.6
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,38,0.51,6,"HHTHHTHHTT",2,"THTTTHTTTT",60,20,0.55
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,10,0.32,1,"TTHTTTTTTT",4,"HTHTTTHHTT",10,40,0
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,77,0.72,8,"HHHHHHTTHH",7,"HHTTHHHHTH",80,70,0.3
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,28,0.43,5,"HTHTHTHTHT",4,"TTHTTHHTTH",50,40,1
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,68,0.52,3,"HTTTTHTTTH",5,"TTHHHHTHTT",30,50,1
"5a82f5ae000dab00018c878a","crowd10","expert","3",1,"623","1",21,"United States",0,36,0.44,3,"TTTHHTHTTT",5,"THHHHTTHTT",30,50,0.3
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,54,0.47,5,"HHTTTHTHHT",8,"HHHHHHTHTH",50,80,0.133333333333333
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,55,0.47,5,"THTHTHHTTH",3,"HTTTHHTTTT",50,30,0
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,61,0.6,6,"HHTHTHHTHT",8,"HHTHHHHHHT",60,80,0.05
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,49,0.44,5,"HTHHTHTHTT",4,"HHTTTTTHHT",50,40,0.1
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,20,0.26,2,"TTTHHTTTTT",3,"THTHTHTTTT",20,30,0
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,50,0.68,5,"HTHHTTHTHT",4,"HHHHTTTTTT",50,40,0
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,70,0.52,7,"HHTHHHHTTH",7,"HHHHHTTHHT",70,70,NA
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,30,0.28,3,"HTTTTTTHTH",1,"TTHTTTTTTT",30,10,0
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,43,0.47,4,"TTHTHHTHTT",5,"THHTTTHHHT",40,50,0.3
"5ad57f5c27c301000101d9c5","crowd10","expert","3",1,"392","1",29,"United States",1,58,0.52,6,"HTHTTTHHHH",2,"TTHTTHTTTT",60,20,0.05
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,65,0.46,9,"THHHHHHHHH",5,"HTHHTTTHHT",90,50,0.625
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,75,0.72,6,"TTHTHTHHHH",9,"HHHTHHHHHH",60,90,0.5
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,69,0.48,8,"HHHTHHTHHH",7,"HHTHHTHHHT",80,70,1
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,55,0.64,5,"THHHTHTTTH",8,"HTHHHHHTHH",50,80,0.166666666666667
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,70,0.74,7,"HHTTHHHTHH",6,"THTTHHHHHT",70,60,0
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,70,0.68,8,"HTHTHHHHHH",7,"THHHHHTHHT",80,70,1
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,57,0.69,5,"THTHHTHTTH",7,"HHHHHTTTHH",50,70,0.35
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,30,0.37,3,"HTTTTTTTHH",1,"TTTTTTHTTT",30,10,0
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,50,0.56,4,"TTTHHTTTHH",3,"HTTTTTHTHT",40,30,0
"5b3512c6415e920001b55046","contest10","none","2",1,"209","1",29,"United States",0,33,0.39,3,"TTHHTTTTTH",3,"THTHTHTTTT",30,30,NA
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,55,0.52,6,"HTHTTTHHHH",5,"HTHHHTHTTT",60,50,0.5
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,55,0.47,5,"THTHTHHTTH",6,"TTHTHHHTHH",50,60,0.5
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,32,0.26,2,"TTTHHTTTTT",4,"THTTHTTHHT",20,40,0.6
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,37,0.44,5,"HTHHTHTHTT",2,"HTTTTTTTHT",50,20,0.433333333333333
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,58,0.52,7,"HHTHHHHTTH",4,"THHHTTTHTT",70,40,0.4
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,60,0.68,5,"HTHHTTHTHT",7,"HHHHTHTHTH",50,70,0.5
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,50,0.47,5,"HHTTTHTHHT",5,"THTHHHHTTT",50,50,NA
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,60,0.6,6,"HHTHTHHTHT",6,"HTHTHTHTHH",60,60,NA
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,20,0.28,3,"HTTTTTTHTH",1,"TTTTTTTTHT",30,10,0.5
"5b672fc205753f00016b4c4b","contest10","none","2",1,"198","1",25,"United States",0,56,0.47,4,"TTHTHHTHTT",7,"HHHTTHHHHT",40,70,0.533333333333333
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,40,0.32,5,"THHTHTTTHH",3,"THTHTTHTTT",50,30,0.5
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,41,0.42,4,"TTTHHHTTHT",4,"TTHHHTTHTT",40,40,NA
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,15,0.26,1,"TTTTTTTTTH",1,"TTTTTTHTTT",10,10,NA
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,35,0.32,4,"HHTTHTTHTT",2,"TTTTTHHTTT",40,20,0.25
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,39,0.61,4,"THTHTTHTHT",3,"TTTTHHHTTT",40,30,0.1
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,66,0.53,6,"THHHHTHTTH",6,"HTTHHHTTHH",60,60,NA
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,11,0.39,1,"TTTTHTTTTT",1,"THTTTTTTTT",10,10,NA
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,65,0.61,6,"TTHHHHHHTT",7,"HTTHHTHHHH",60,70,0.5
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,46,0.46,3,"TTTTHTTHTH",6,"HHHTHHTHTT",30,60,0.533333333333333
"5b71f50a4d08b700018a90d8","contest10","none","2",1,"197","1",23,"United States",0,52,0.62,5,"THTHTTHTHH",5,"TTHHHTTHHT",50,50,NA
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,55,0.46,9,"THHHHHHHHH",2,"TTTTHTTTTH",90,20,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,55,0.64,5,"THHHTHTTTH",6,"THHTHHTHHT",50,60,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,35,0.39,3,"TTHHTTTTTH",4,"HTHTTHHTTT",30,40,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,70,0.48,8,"HHHTHHTHHH",6,"HTTTTHHHHH",80,60,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,80,0.68,8,"HTHTHHHHHH",8,"TTHHHHHHHH",80,80,NA
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,70,0.74,7,"HHTTHHHTHH",8,"HHHTTHHHHH",70,80,0
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,40,0.56,4,"TTTHHTTTHH",4,"HHHTTHTTTT",40,40,NA
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,70,0.72,6,"TTHTHTHHHH",8,"HHHTHHTHHH",60,80,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,35,0.37,3,"HTTTTTTTHH",4,"THTHHTTTHT",30,40,0.5
"5ba7a90d168e5e0001e47228","crowd10","expert","1",0,"401","4",19,"Vietnam",0,65,0.69,5,"THTHHTHTTH",8,"HHHHHTTHHH",50,80,0.5
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,31,0.39,3,"TTHHTTTTTH",3,"TTTTTHHTHT",30,30,NA
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,65,0.72,6,"TTHTHTHHHH",8,"HTHHHTHHHH",60,80,0.25
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,55,0.64,5,"THHHTHTTTH",6,"HTTTTHHHHH",50,60,0.5
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,66,0.46,9,"THHHHHHHHH",4,"TTTHHTHHTT",90,40,0.48
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,58,0.56,4,"TTTHHTTTHH",8,"HTHTHHHHHH",40,80,0.45
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,62,0.74,7,"HHTTHHHTHH",5,"TTHHHHHTTT",70,50,0.4
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,83,0.68,8,"HTHTHHHHHH",8,"HHHHHHHTTH",80,80,NA
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,83,0.48,8,"HHHTHHTHHH",8,"THTHHHHHHH",80,80,NA
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"THTTTHHTTT",30,30,NA
"5bdc96a7ba6cc10001854ac8","crowd10","expert","3",1,"330","2",31,"United States",1,53,0.69,5,"THTHHTHTTH",6,"HTTHHHHTTH",50,60,0.3
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,44,0.48,8,"HHHTHHTHHH",3,"TTHTTTTHHT",80,30,0.72
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,50,0.46,9,"THHHHHHHHH",2,"TTTTHHTTTT",90,20,0.571428571428571
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,20,0.37,3,"HTTTTTTTHH",2,"TTTTHTTHTT",30,20,1
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,69,0.68,8,"HTHTHHHHHH",6,"TTHHTTHHHH",80,60,0.55
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,50,0.56,4,"TTTHHTTTHH",6,"THTHHHTHTH",40,60,0.5
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,71,0.72,6,"TTHTHTHHHH",8,"HHHHHHHHTT",60,80,0.55
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,55,0.69,5,"THTHHTHTTH",7,"TTHHHHTHHH",50,70,0.25
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,74,0.74,7,"HHTTHHHTHH",8,"HHHHHTHHHT",70,80,0.4
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,40,0.39,3,"TTHHTTTTTH",4,"HTHHTTTTHT",30,40,1
"5beb813a3c465b000181f853","individual","none","1",1,"252","1",21,"United States",0,65,0.64,5,"THHHTHTTTH",8,"HTHHTHHHHH",50,80,0.5
