"PROLIFIC_PID","exp_cond","type","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","hnum_priv","private_flips","xi_shared","xi_private","imputed_omega"
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,3,0.37,3,"HTTTTTTTHH",3,"HTTTTHHTTT",30,30,NA
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,6,0.68,8,"HTHTHHHHHH",4,"THTTHTHHTT",80,40,1
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,7,0.74,7,"HHTTHHHTHH",8,"HHHHHHTHHT",70,80,0
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,5,0.46,9,"THHHHHHHHH",4,"TTHHTTHTTH",90,40,1
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,6,0.69,5,"THTHHTHTTH",7,"THHHHTHHTH",50,70,0
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,6,0.72,6,"TTHTHTHHHH",7,"HHHTTHHHTH",60,70,0
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,7,0.64,5,"THHHTHTTTH",10,"HHHHHHHHHH",50,100,0
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,5,0.56,4,"TTTHHTTTHH",7,"HTHHHTHHHT",40,70,0
"5e8a56e09c5a6f6fa9afff5f","individual","none","1",1,"144","1",43,"United States",0,3,0.39,3,"TTHHTTTTTH",3,"THHTTTTTTH",30,30,NA
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,30,0.28,3,"HTTTTTTHTH",3,"TTHTHTTTHT",30,30,NA
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,61,0.6,6,"HHTHTHHTHT",6,"HTHTTHHHHT",60,60,NA
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,65,0.47,5,"THTHTHHTTH",7,"HHHTHTHTHH",50,70,0.75
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,55,0.52,7,"HHTHHHHTTH",4,"THTTTHHHTT",70,40,0.5
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,50,0.44,5,"HTHHTHTHTT",5,"HTTTHTHTHH",50,50,NA
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,45,0.47,5,"HHTTTHTHHT",4,"THTHTHTHTT",50,40,0.5
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,70,0.52,6,"HTHTTTHHHH",8,"HHHHHHHTHT",60,80,0.5
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,53,0.68,5,"HTHHTTHTHT",6,"TTTHHHHHHT",50,60,0.3
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,27,0.26,2,"TTTHHTTTTT",3,"TTHTTTHHTT",20,30,0.7
"5e8a695943011c0ac525b776","individual","none","1",1,"319","1",22,"Mexico",1,52,0.47,4,"TTHTHHTHTT",6,"THHHTHHTHT",40,60,0.6
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,45,0.47,4,"TTHTHHTHTT",5,"HHTTHTHTHT",40,50,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,60,0.44,5,"HTHHTHTHTT",7,"THTHHHHHHT",50,70,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,50,0.6,6,"HHTHTHHTHT",4,"TTTTTHHTHH",60,40,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,25,0.47,5,"THTHTHHTTH",0,"TTTTTTTTTT",50,0,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,30,0.47,5,"HHTTTHTHHT",1,"TTTHTTTTTT",50,10,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,60,0.52,7,"HHTHHHHTTH",5,"TTHHHTHTHT",70,50,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,65,0.68,5,"HTHHTTHTHT",8,"HTHHHHHHHT",50,80,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,30,0.28,3,"HTTTTTTHTH",3,"HTTTTHTTHT",30,30,NA
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,25,0.26,2,"TTTHHTTTTT",3,"TTTHTTHTHT",20,30,0.5
"5e8b414388ac1c80052bf196","contest10","none","3",0,"166","1",30,"DATA EXPIRED",0,75,0.52,6,"HTHTTTHHHH",9,"HHHTHHHHHH",60,90,0.5
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,77,0.72,8,"HHHHHHTTHH",9,"HHHHHHHHTH",80,90,0
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,45,0.32,1,"TTHTTTTTTT",3,"TTTTTHHTHT",10,30,1
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,47,0.33,2,"TTHTTHTTTT",5,"TTHHTHTHHT",20,50,0.9
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,66,0.58,8,"HTHTHHHHHH",8,"THHHTHHHHH",80,80,NA
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,48,0.47,7,"HHHTTHHTHH",4,"TTHTTHHTHT",70,40,0.733333333333333
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,55,0.4,6,"HHHTHTTHHT",4,"TTHHHTTTTH",60,40,0.25
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,58,0.51,6,"HHTHHTHHTT",6,"TTHTHHHTHH",60,60,NA
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,50,0.44,3,"TTTHHTHTTT",6,"HHTHHTHHTT",30,60,0.666666666666667
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,52,0.52,3,"HTTTTHTTTH",4,"THHHTTTHTT",30,40,1
"5e968f7ec89068110fc3a6bb","contest10","none","2",1,"144","2",20,"United States",1,38,0.43,5,"HTHTHTHTHT",2,"TTTTTHTTHT",50,20,0.4
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,70,0.68,8,"HTHTHHHHHH",6,"THTTTHHHHH",80,60,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,35,0.56,4,"TTTHHTTTHH",3,"HTTTTTTHTH",40,30,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,70,0.48,8,"HHHTHHTHHH",6,"HTHHHTHTTH",80,60,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,60,0.64,5,"THHHTHTTTH",7,"THTTHHHHHH",50,70,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,80,0.74,7,"HHTTHHHTHH",9,"HHHHHHTHHH",70,90,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,40,0.37,3,"HTTTTTTTHH",5,"TTHTTHHHTH",30,50,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,70,0.46,9,"THHHHHHHHH",5,"HTHTHHTTTH",90,50,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,35,0.39,3,"TTHHTTTTTH",4,"THTTHTTHTH",30,40,0.5
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,60,0.69,5,"THTHHTHTTH",8,"HHHTHTHHHH",50,80,0.333333333333333
"5e988374315d6f0a10bac638","contest10","none","2",1,"257","1",25,"Canada",1,70,0.72,6,"TTHTHTHHHH",8,"HHHHHTTHHH",60,80,0.5
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,55,0.74,7,"HHTTHHHTHH",8,"HHHHHHTHHT",70,80,0
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,45,0.37,3,"HTTTTTTTHH",3,"HTTTTHHTTT",30,30,NA
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,47,0.39,3,"TTHHTTTTTH",3,"THHTTTTTTH",30,30,NA
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,54,0.48,8,"HHHTHHTHHH",5,"HTHTTTHHHT",80,50,0.866666666666667
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,56,0.69,5,"THTHHTHTTH",7,"THHHHTHHTH",50,70,0.3
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,54,0.56,4,"TTTHHTTTHH",7,"HTHHHTHHHT",40,70,0.466666666666667
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,54,0.46,9,"THHHHHHHHH",4,"TTHHTTHTTH",90,40,0.72
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,63,0.68,8,"HTHTHHHHHH",4,"THTTHTHHTT",80,40,0.425
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,55,0.64,5,"THHHTHTTTH",10,"HHHHHHHHHH",50,100,0.1
"5e9b8957035d900898422c3c","contest10","none","2",1,"238","1",22,"United States",0,61,0.72,6,"TTHTHTHHHH",7,"HHHTTHHHTH",60,70,0.1
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,57,0.53,6,"THHHHTHTTH",5,"HHHTTTHTHT",60,50,0.3
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,12,0.39,1,"TTTTHTTTTT",4,"HTTHTHTTTH",10,40,0.0666666666666667
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,13,0.26,1,"TTTTTTTTTH",2,"TTTTHTTHTT",10,20,0.3
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,51,0.42,4,"TTTHHHTTHT",6,"THTTTHHHHH",40,60,0.55
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,59,0.61,6,"TTHHHHHHTT",6,"THHTHHTHTH",60,60,NA
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,64,0.46,3,"TTTTHTTHTH",9,"HHHHHHHHTH",30,90,0.566666666666667
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,28,0.32,4,"HHTTHTTHTT",1,"TTHTTTTTTT",40,10,0.4
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,55,0.62,5,"THTHTTHTHH",6,"TTTHHHHTHH",50,60,0.5
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,42,0.32,5,"THHTHTTTHH",3,"HTTTTTHHTT",50,30,0.4
"5ea1e449e6cf3c0ced42360e","contest10","none","2",1,"221","1",21,"Vietnam",1,40,0.61,4,"THTHTTHTHT",4,"HHHTTTHTTT",40,40,NA
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,40,0.47,7,"HHHTTHHTHH",1,"HTTTTTTTTT",70,10,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,45,0.43,5,"HTHTHTHTHT",4,"TTHTTHHTTH",50,40,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,65,0.4,6,"HHHTHTTHHT",7,"HTTHHHHHHT",60,70,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,75,0.72,8,"HHHHHHTTHH",7,"HHTTHHHHTH",80,70,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,45,0.52,3,"HTTTTHTTTH",5,"TTHHHHTHTT",30,50,0.75
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,40,0.44,3,"TTTHHTHTTT",5,"THHHHTTHTT",30,50,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,75,0.58,8,"HTHTHHHHHH",7,"HTHHHTHHTH",80,70,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,20,0.33,2,"TTHTTHTTTT",2,"TTTTTTTHHT",20,20,NA
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,40,0.51,6,"HHTHHTHHTT",2,"THTTTHTTTT",60,20,0.5
"5ea1e981f2cde80e6d0052d6","contest10","none","2",1,"145","1",22,"United States",1,25,0.32,1,"TTHTTTTTTT",4,"HTHTTTHHTT",10,40,0.5
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,70,0.72,8,"HHHHHHTTHH",10,"HHHHHHHHHH",80,100,0
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,70,0.58,8,"HTHTHHHHHH",5,"TTHHTTTHHH",80,50,0.333333333333333
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,60,0.47,7,"HHHTTHHTHH",3,"TTTHHTTTTH",70,30,0.25
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,66,0.51,6,"HHTHHTHHTT",7,"THHHTHHTHH",60,70,0.6
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,50,0.4,6,"HHHTHTTHHT",5,"THHHTTTTHH",60,50,1
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,38,0.32,1,"TTHTTTTTTT",2,"HHTTTTTTTT",10,20,1
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,39,0.52,3,"HTTTTHTTTH",2,"TTTHTTTTTH",30,20,0
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,55,0.43,5,"HTHTHTHTHT",6,"HTHTHTHHTH",50,60,0.5
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,50,0.44,3,"TTTHHTHTTT",5,"TTHTTTHHHH",30,50,1
"5ea960a8a839a7035a59dc9c","contest10","none","2",1,"194","2",20,"United States",1,42,0.33,2,"TTHTTHTTTT",2,"THTTTTTTHT",20,20,NA
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,55,0.47,4,"TTHTHHTHTT",7,"HHHTTHHHHT",40,70,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,50,0.47,5,"HHTTTHTHHT",5,"THTHHHHTTT",50,50,NA
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,55,0.52,7,"HHTHHHHTTH",4,"THHHTTTHTT",70,40,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,55,0.47,5,"THTHTHHTTH",6,"TTHTHHHTHH",50,60,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,55,0.52,6,"HTHTTTHHHH",5,"HTHHHTHTTT",60,50,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,35,0.44,5,"HTHHTHTHTT",2,"HTTTTTTTHT",50,20,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,60,0.6,6,"HHTHTHHTHT",6,"HTHTHTHTHH",60,60,NA
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,20,0.28,3,"HTTTTTTHTH",1,"TTTTTTTTHT",30,10,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,60,0.68,5,"HTHHTTHTHT",7,"HHHHTHTHTH",50,70,0.5
"5eafa77012e7016a3a18bbc3","individual","none","1",1,"300","1",20,"United States",0,30,0.26,2,"TTTHHTTTTT",4,"THTTHTTHHT",20,40,0.5
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,40,0.47,5,"THTHTHHTTH",3,"HTTTHHTTTT",50,30,0.5
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,50,0.47,4,"TTHTHHTHTT",5,"THHTTTHHHT",40,50,1
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,50,0.44,5,"HTHHTHTHTT",4,"HHTTTTTHHT",50,40,0
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,68,0.47,5,"HHTTTHTHHT",8,"HHHHHHTHTH",50,80,0.6
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,50,0.52,6,"HTHTTTHHHH",2,"TTHTTHTTTT",60,20,0.25
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,20,0.28,3,"HTTTTTTHTH",1,"TTHTTTTTTT",30,10,0.5
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,50,0.68,5,"HTHHTTHTHT",4,"HHHHTTTTTT",50,40,0
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,65,0.6,6,"HHTHTHHTHT",8,"HHTHHHHHHT",60,80,0.25
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,25,0.26,2,"TTTHHTTTTT",3,"THTHTHTTTT",20,30,0.5
"5eb0d648e894571a0e961675","individual","none","1",1,"271","1",20,"United States",0,65,0.52,7,"HHTHHHHTTH",7,"HHHHHTTHHT",70,70,NA
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,51,0.32,5,"THHTHTTTHH",3,"THHTTTTHTT",50,30,0
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,38,0.32,4,"HHTTHTTHTT",3,"TTTTTTHHHT",40,30,0.2
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,61,0.62,5,"THTHTTHTHH",7,"THHTHTHHHH",50,70,0.55
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,73,0.61,4,"THTHTTHTHT",9,"HTHHHHHHHH",40,90,0.66
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,38,0.46,3,"TTTTHTTHTH",5,"HTTTHHHTHT",30,50,0.4
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,45,0.39,1,"TTTTHTTTTT",6,"TTHHHHHHTT",10,60,0.7
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,40,0.42,4,"TTTHHHTTHT",4,"TTTHTTHHHT",40,40,NA
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,61,0.53,6,"THHHHTHTTH",7,"THHHTHHHHT",60,70,0.1
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,18,0.26,1,"TTTTTTTTTH",2,"THHTTTTTTT",10,20,0.8
"5ebca40606c6fe000da5f510","contest10","none","3",0,"127","2",22,"United States",0,61,0.61,6,"TTHHHHHHTT",7,"HHTHTHTHHH",60,70,0.1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,71,0.43,5,"HTHTHTHTHT",8,"HHHHTTHHHH",50,80,0.7
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,65,0.58,8,"HTHTHHHHHH",7,"HHHTTTHHHH",80,70,1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,22,0.47,7,"HHHTTHHTHH",5,"THHTTHTHTH",70,50,1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,76,0.44,3,"TTTHHTHTTT",8,"HHHHHTTHHH",30,80,0.92
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,70,0.52,3,"HTTTTHTTTH",7,"HTTTHHHHHH",30,70,1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,40,0.33,2,"TTHTTHTTTT",4,"THTHTTTHTH",20,40,1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,82,0.72,8,"HHHHHHTTHH",8,"HHTTHHHHHH",80,80,NA
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,78,0.4,6,"HHHTHTTHHT",7,"THHHTHHHTH",60,70,1
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,39,0.32,1,"TTHTTTTTTT",4,"THTTHTTHHT",10,40,0.966666666666667
"5ebd894752171b091cdd3c78","crowd10","expert","3",1,"206","1",18,"United States",1,44,0.51,6,"HHTHHTHHTT",5,"THTTHHTHHT",60,50,1
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,35,0.68,8,"HTHTHHHHHH",5,"HTTTHHTTHH",80,50,1
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,20,0.39,3,"TTHHTTTTTH",3,"TTTHTTTTHH",30,30,NA
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,30,0.48,8,"HHHTHHTHHH",8,"HTHHHHHHTH",80,80,NA
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,60,0.46,9,"THHHHHHHHH",7,"THHTHHTHHH",90,70,1
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,55,0.72,6,"TTHTHTHHHH",9,"HHHTHHHHHH",60,90,0
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,20,0.37,3,"HTTTTTTTHH",1,"THTTTTTTTT",30,10,0.5
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,40,0.56,4,"TTTHHTTTHH",7,"TTHHHHTHHH",40,70,0
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,35,0.64,5,"THHHTHTTTH",5,"HHTHTTHTTH",50,50,NA
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,40,0.74,7,"HHTTHHHTHH",7,"TTHHHHHHTH",70,70,NA
"5ec03a7169738f43d87ffc72","individual","none","1",1,"1089","1",19,"United States",1,30,0.69,5,"THTHHTHTTH",7,"HTHHHHTHTH",50,70,0
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,80,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,65,0.69,5,"THTHHTHTTH",8,"HHHHHHTTHH",50,80,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,55,0.56,4,"TTTHHTTTHH",7,"HHHTHTHHTH",40,70,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,65,0.46,9,"THHHHHHHHH",4,"HTTHTHTTTH",90,40,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,65,0.64,5,"THHHTHTTTH",8,"HHHHHTHTHH",50,80,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,70,0.74,7,"HHTTHHHTHH",7,"TTHHTHHHHH",70,70,NA
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,50,0.48,8,"HHHTHHTHHH",2,"TTTHHTTTTT",80,20,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,75,0.68,8,"HTHTHHHHHH",7,"HHTTHHHTHH",80,70,0.5
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,30,0.37,3,"HTTTTTTTHH",3,"TTHHTTTHTT",30,30,NA
"5ec48981bc7291376f2e278e","crowd10","expert","3",1,"3132","1",26,"United States",0,40,0.39,3,"TTHHTTTTTH",5,"THHTTHHTHT",30,50,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,60,0.72,8,"HHHHHHTTHH",7,"THHHHHTHHT",80,70,1
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,10,0.44,3,"TTTHHTHTTT",2,"TTTTHTTHTT",30,20,1
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,40,0.51,6,"HHTHHTHHTT",5,"TTTHHHHTHT",60,50,1
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,60,0.43,5,"HTHTHTHTHT",7,"HTHTHHHTHH",50,70,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,70,0.58,8,"HTHTHHHHHH",6,"HTHTHTHHTH",80,60,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,30,0.32,1,"TTHTTTTTTT",5,"TTHTHHHHTT",10,50,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,60,0.47,7,"HHHTTHHTHH",5,"THTTTTHHHH",70,50,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,50,0.52,3,"HTTTTHTTTH",7,"HHHHHHTTTH",30,70,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,45,0.4,6,"HHHTHTTHHT",3,"HTHHTTTTTT",60,30,0.5
"5ec4a156bc5aac3819ac52f2","individual","none","2",0,"490","4",27,"United States",0,30,0.33,2,"TTHTTHTTTT",5,"TTHHTHTHHT",20,50,0.333333333333333
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,65,0.46,9,"THHHHHHHHH",4,"TTTHHTHHTT",90,40,0.5
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,58,0.64,5,"THHHTHTTTH",6,"HTTTTHHHHH",50,60,0.8
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,67,0.56,4,"TTTHHTTTHH",8,"HTHTHHHHHH",40,80,0.675
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,55,0.69,5,"THTHHTHTTH",6,"HTTHHHHTTH",50,60,0.5
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,81,0.48,8,"HHHTHHTHHH",8,"THTHHHHHHH",80,80,NA
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,30,0.39,3,"TTHHTTTTTH",3,"TTTTTHHTHT",30,30,NA
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,30,0.37,3,"HTTTTTTTHH",3,"THTTTHHTTT",30,30,NA
"5ec5743dfa93e055be60c23d","contest10","none","2",1,"254","2",27,"United States",0,80,0.68,8,"HTHTHHHHHH",8,"HHHHHHHTTH",80,80,NA
