"PROLIFIC_PID","exp_cond","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","hnum_priv","private_flips","xi_shared","xi_private","imputed_omega"
"5f064d4e057bf61a496e4d34","crowd10CG","3",1,"227","2",45,"United States",0,9,0.47,5,"HHTTTHTHHT",4,"HTHTHTTHTT",50,40,1
"5f064d4e057bf61a496e4d34","crowd10CG","3",1,"227","2",45,"United States",0,11,0.44,5,"HTHHTHTHTT",6,"THHTTTHHHH",50,60,0
"5f064d4e057bf61a496e4d34","crowd10CG","3",1,"227","2",45,"United States",0,4,0.26,2,"TTTHHTTTTT",2,"TTHTTHTTTT",20,20,NA
"5f064d4e057bf61a496e4d34","crowd10CG","3",1,"227","2",45,"United States",0,10,0.68,5,"HTHHTTHTHT",5,"TTHTTHHHTH",50,50,NA
"5f064d4e057bf61a496e4d34","crowd10CG","3",1,"227","2",45,"United States",0,11,0.47,4,"TTHTHHTHTT",7,"HHHHHHHTTT",40,70,0
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,42,0.47,7,"HHHTTHHTHH",4,"THTHTHTTHT",70,40,0.933333333333333
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,20,0.33,2,"TTHTTHTTTT",2,"THTTHTTTTT",20,20,NA
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,57,0.44,3,"TTTHHTHTTT",7,"THHHTTHHHH",30,70,0.675
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,6,0.32,1,"TTHTTTTTTT",0,"TTTTTTTTTT",10,0,0.4
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,83,0.72,8,"HHHHHHTTHH",9,"THHHHHHHHH",80,90,0.3
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,35,0.52,3,"HTTTTHTTTH",4,"TTTTTTHHHH",30,40,0.5
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,60,0.51,6,"HHTHHTHHTT",6,"HHTTHHHTHT",60,60,NA
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,60,0.4,6,"HHHTHTTHHT",6,"HTHTTHHTHH",60,60,NA
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,50,0.58,8,"HTHTHHHHHH",5,"TTHHHTHHTT",80,50,1
"5f074a4bcb946d1027fca5c6","crowd30CG","3",1,"299","2",20,"United States",0,45,0.43,5,"HTHTHTHTHT",4,"TTHHTTHTTH",50,40,0.5
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,65,0.74,7,"HHTTHHHTHH",6,"HHTTHTHTHH",70,60,0.5
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,60,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,80,0.68,8,"HTHTHHHHHH",8,"HHTTHHHHHH",80,80,NA
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,60,0.48,8,"HHHTHHTHHH",4,"HHHTTTTTTH",80,40,0.5
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,50,0.69,5,"THTHHTHTTH",5,"HTHHTHHTTT",50,50,NA
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,50,0.64,5,"THHHTHTTTH",5,"HHHTTTHHTT",50,50,NA
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,50,0.37,3,"HTTTTTTTHH",6,"HTHTTHHHTH",30,60,0.666666666666667
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,40,0.56,4,"TTTHHTTTHH",4,"HHTTHTTTHT",40,40,NA
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,40,0.39,3,"TTHHTTTTTH",2,"THTTTTTTTH",30,20,0
"5f07713e496b0a000806046f","crowd30CG","3",1,"322","1",21,"United States",1,80,0.46,9,"THHHHHHHHH",5,"HTHTHHHTTT",90,50,0.25
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,42,0.32,5,"THHTHTTTHH",3,"HTTTTTHTHT",50,30,0.4
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,22,0.39,1,"TTTTHTTTTT",6,"THHTHTHTHH",10,60,0.24
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,29,0.46,3,"TTTTHTTHTH",2,"THTTTTTHTT",30,20,0.1
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,61,0.61,4,"THTHTTHTHT",9,"HHHTHHHHHH",40,90,0.42
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,20,0.26,1,"TTTTTTTTTH",3,"TTHTTTTTHH",10,30,0.5
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,60,0.62,5,"THTHTTHTHH",7,"TTHHHTHHHH",50,70,0.5
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,30,0.32,4,"HHTTHTTHTT",2,"HTTTTTTTTH",40,20,0.5
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,35,0.42,4,"TTTHHHTTHT",2,"TTTHTTTHTT",40,20,0.25
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,75,0.53,6,"THHHHTHTTH",9,"HHHHHHHHHT",60,90,0.5
"5f081d1c3f66b445d217bbb9","crowd5CG","3",1,"250","1",19,"United States",1,60,0.61,6,"TTHHHHHHTT",6,"THHTHTHTHH",60,60,NA
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,61,0.61,6,"TTHHHHHHTT",5,"HTTHHHHTTT",60,50,0
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,55,0.62,5,"THTHTTHTHH",5,"TTHHHHHTTT",50,50,NA
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,61,0.32,5,"THHTHTTTHH",1,"TTTTTHTTTT",50,10,0
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,51,0.42,4,"TTTHHHTTHT",4,"THTTTHHTTH",40,40,NA
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,55,0.53,6,"THHHHTHTTH",6,"HTHHTHHTTH",60,60,NA
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,71,0.26,1,"TTTTTTTTTH",2,"TTTHTTTHTT",10,20,1
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,56,0.61,4,"THTHTTHTHT",7,"HHTHTHHHHT",40,70,0.533333333333333
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,55,0.46,3,"TTTTHTTHTH",3,"TTTTHHTHTT",30,30,NA
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,68,0.39,1,"TTTTHTTTTT",4,"TTTHHTHTTH",10,40,1
"5f0a324200d38730124b0b34","crowd10CG","3",1,"570","2",22,"United States",0,53,0.32,4,"HHTTHTTHTT",3,"THHTTTTTHT",40,30,0
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,30,0.46,3,"TTTTHTTHTH",5,"HTTTHHHTHT",30,50,0
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,30,0.26,1,"TTTTTTTTTH",2,"THHTTTTTTT",10,20,1
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,50,0.32,5,"THHTHTTTHH",3,"THHTTTTHTT",50,30,0
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,70,0.62,5,"THTHTTHTHH",7,"THHTHTHHHH",50,70,1
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,60,0.61,6,"TTHHHHHHTT",7,"HHTHTHTHHH",60,70,0
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,60,0.39,1,"TTTTHTTTTT",6,"TTHHHHHHTT",10,60,1
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,40,0.32,4,"HHTTHTTHTT",3,"TTTTTTHHHT",40,30,0
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,90,0.61,4,"THTHTTHTHT",9,"HTHHHHHHHH",40,90,1
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,40,0.42,4,"TTTHHHTTHT",4,"TTTHTTHHHT",40,40,NA
"5f0b8db06c0c094a35852464","crowd10CG","3",1,"376","2",19,"United States",1,60,0.53,6,"THHHHTHTTH",7,"THHHTHHHHT",60,70,0
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,60,0.68,8,"HTHTHHHHHH",6,"TTHHTTHHHH",80,60,1
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,80,0.72,6,"TTHTHTHHHH",8,"HHHHHHHHTT",60,80,1
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,50,0.48,8,"HHHTHHTHHH",3,"TTHTTTTHHT",80,30,0.6
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,60,0.46,9,"THHHHHHHHH",2,"TTTTHHTTTT",90,20,0.428571428571429
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,50,0.74,7,"HHTTHHHTHH",8,"HHHHHTHHHT",70,80,0
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,60,0.69,5,"THTHHTHTTH",7,"TTHHHHTHHH",50,70,0.5
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,50,0.37,3,"HTTTTTTTHH",2,"TTTTHTTHTT",30,20,0
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,61,0.56,4,"TTTHHTTTHH",6,"THTHHHTHTH",40,60,1
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,66,0.39,3,"TTHHTTTTTH",4,"HTHHTTTTHT",30,40,1
"5f0bf0e21bd633513899dd15","crowd10CG","3",1,"241","1",21,"United States",0,70,0.64,5,"THHHTHTTTH",8,"HTHHTHHHHH",50,80,0.666666666666667
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,45,0.42,4,"TTTHHHTTHT",6,"HTHHHTTHHT",40,60,0.25
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,50,0.61,4,"THTHTTHTHT",6,"THTHHHTHHT",40,60,0.5
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,20,0.39,1,"TTTTHTTTTT",3,"HHTTTHTTTT",10,30,0.5
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,55,0.61,6,"TTHHHHHHTT",5,"TTHHTTHTHH",60,50,0.5
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,30,0.32,5,"THHTHTTTHH",2,"TTHTTTHTTT",50,20,0.666666666666667
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,40,0.32,4,"HHTTHTTHTT",4,"HTTTTTHTHH",40,40,NA
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,45,0.62,5,"THTHTTHTHH",4,"HTTTHHTHTT",50,40,0.5
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,30,0.46,3,"TTTTHTTHTH",3,"THTTTTHHTT",30,30,NA
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,20,0.26,1,"TTTTTTTTTH",3,"HHTTTHTTTT",10,30,0.5
"5f0caf902693084c54afa94e","crowd30CG","3",1,"379","2",31,"United States",0,60,0.53,6,"THHHHTHTTH",6,"HHHTHTHHTT",60,60,NA
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,50,0.64,5,"THHHTHTTTH",5,"THHTTTHHHT",50,50,NA
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,60,0.68,8,"HTHTHHHHHH",4,"HTTHTTTHHT",80,40,0.5
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,60,0.48,8,"HHHTHHTHHH",4,"HHTHTHTTTT",80,40,0.5
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,74,0.56,4,"TTTHHTTTHH",4,"THHTHTTTTH",40,40,NA
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,60,0.72,6,"TTHTHTHHHH",6,"HTTHTHTHHH",60,60,NA
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,60,0.74,7,"HHTTHHHTHH",4,"THTTHHTTTH",70,40,0.333333333333333
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,62,0.69,5,"THTHHTHTTH",7,"THHTHHTHHH",50,70,0.6
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,34,0.39,3,"TTHHTTTTTH",4,"THHTTHHTTT",30,40,0.4
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,70,0.46,9,"THHHHHHHHH",6,"HHHHTHTTTH",90,60,0.666666666666667
"5f0ce143b27853527391bdbb","individual","1",1,"261","1",21,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"THTHTTTHTT",30,30,NA
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,50,0.62,5,"THTHTTHTHH",5,"HTHTTTHTHH",50,50,NA
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,8,0.26,1,"TTTTTTTTTH",0,"TTTTTTTTTT",10,0,0.2
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,33,0.46,3,"TTTTHTTHTH",3,"TTHHTTTHTT",30,30,NA
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,66,0.61,6,"TTHHHHHHTT",7,"HHTHHHTHTH",60,70,0.6
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,40,0.32,4,"HHTTHTTHTT",4,"HTTTHHHTTT",40,40,NA
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,40,0.39,1,"TTTTHTTTTT",5,"TTHTHTHHHT",10,50,0.75
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,50,0.32,5,"THHTHTTTHH",4,"HTTHTHTTHT",50,40,0
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,65,0.61,4,"THTHTTHTHT",9,"HHHTHHHHHH",40,90,0.5
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,52,0.53,6,"THHHHTHTTH",5,"TTHTHTTHHH",60,50,0.8
"5f0dbbd17058d70008cc3c99","crowd30CG","3",1,"217","1",18,"United States",0,38,0.42,4,"TTTHHHTTHT",3,"THTHTTTHTT",40,30,0.2
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,45,0.4,6,"HHHTHTTHHT",3,"HHTTTTTHTT",60,30,0.5
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,60,0.51,6,"HHTHHTHHTT",6,"HHHTTTHHTH",60,60,NA
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,80,0.72,8,"HHHHHHTTHH",7,"THHTHHHTHH",80,70,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,70,0.47,7,"HHHTTHHTHH",5,"HTHTHHHTTT",70,50,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,30,0.52,3,"HTTTTHTTTH",5,"THTTHTHTHH",30,50,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,50,0.43,5,"HTHTHTHTHT",3,"TTTTHTHHTT",50,30,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,10,0.32,1,"TTHTTTTTTT",2,"HTTTTTHTTT",10,20,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,20,0.33,2,"TTHTTHTTTT",3,"HTTTHTTTTH",20,30,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,80,0.58,8,"HTHTHHHHHH",6,"THHHHTTHHT",80,60,0
"5f1237737aedf616f3fa51d9","crowd10CG","3",1,"220","2",19,"United States",1,30,0.44,3,"TTTHHTHTTT",3,"TTTTHHTHTT",30,30,NA
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,40,0.32,4,"HHTTHTTHTT",4,"HTTTTHTHTH",40,40,NA
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,22,0.42,4,"TTTHHHTTHT",2,"HTTTTTTHTT",40,20,0.9
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,70,0.61,6,"TTHHHHHHTT",8,"HTHHHTHHHH",60,80,0.5
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,55,0.62,5,"THTHTTHTHH",7,"HTTHTHHHHH",50,70,0.25
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,28,0.32,5,"THHTHTTTHH",2,"TTTTTTHTHT",50,20,0.733333333333333
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,52,0.53,6,"THHHHTHTTH",4,"THHHTTTTHT",60,40,0.4
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,46,0.46,3,"TTTTHTTHTH",5,"TTHHTHTHTH",30,50,0.8
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,40,0.61,4,"THTHTTHTHT",4,"THTHTHTHTT",40,40,NA
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,35,0.39,1,"TTTTHTTTTT",5,"HTHTHHTHTT",10,50,0.625
"5f1255070e72001a08c52f3f","crowd10CG","3",1,"280","1",19,"United States",1,30,0.26,1,"TTTTTTTTTH",3,"TTHTTTHTHT",10,30,1
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,64,0.52,7,"HHTHHHHTTH",5,"THTHTHTHTH",70,50,0.3
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,51,0.47,5,"THTHTHHTTH",7,"HHTTHHHHTH",50,70,0.05
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,49,0.28,3,"HTTTTTTHTH",3,"TTTTTTHHHT",30,30,NA
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,55,0.68,5,"HTHHTTHTHT",6,"HHHTTHHTHT",50,60,0.5
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,60,0.26,2,"TTTHHTTTTT",2,"TTTTHTHTTT",20,20,NA
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,56,0.52,6,"HTHTTTHHHH",6,"THHHHHTTTH",60,60,NA
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,57,0.44,5,"HTHHTHTHTT",1,"THTTTTTTTT",50,10,0
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,39,0.6,6,"HHTHTHHTHT",7,"HHTHHHHHTT",60,70,0
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,51,0.47,5,"HHTTTHTHHT",5,"HTTTHHHHTT",50,50,NA
"5f1269fc3cea821aedeb1337","crowd10CG","3",1,"251","2",20,"United States",1,55,0.47,4,"TTHTHHTHTT",7,"THHTHTHHHH",40,70,0.5
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,88,0.72,8,"HHHHHHTTHH",7,"THHTHHHTHH",80,70,0
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,74,0.58,8,"HTHTHHHHHH",6,"THHHHTTHHT",80,60,0.3
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,39,0.44,3,"TTTHHTHTTT",3,"TTTTHHTHTT",30,30,NA
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,61,0.51,6,"HHTHHTHHTT",6,"HHHTTTHHTH",60,60,NA
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,82,0.47,7,"HHHTTHHTHH",5,"HTHTHHHTTT",70,50,0
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,17,0.32,1,"TTHTTTTTTT",2,"HTTTTTHTTT",10,20,0.7
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,57,0.4,6,"HHHTHTTHHT",3,"HHTTTTTHTT",60,30,0.1
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,27,0.43,5,"HTHTHTHTHT",3,"TTTTHTHHTT",50,30,1
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,30,0.33,2,"TTHTTHTTTT",3,"HTTTHTTTTH",20,30,1
"5f1292bf37bb871f595b147e","crowd5CG","3",1,"1466","2",18,"United States",1,33,0.52,3,"HTTTTHTTTH",5,"THTTHTHTHH",30,50,0.15
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,36,0.61,4,"THTHTTHTHT",3,"TTTTHHHTTT",40,30,0.4
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,11,0.39,1,"TTTTHTTTTT",1,"THTTTTTTTT",10,10,NA
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,30,0.32,4,"HHTTHTTHTT",2,"TTTTTHHTTT",40,20,0.5
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,10,0.26,1,"TTTTTTTTTH",1,"TTTTTTHTTT",10,10,NA
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,40,0.42,4,"TTTHHHTTHT",4,"TTHHHTTHTT",40,40,NA
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,59,0.53,6,"THHHHTHTTH",6,"HTTHHHTTHH",60,60,NA
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,45,0.46,3,"TTTTHTTHTH",6,"HHHTHHTHTT",30,60,0.5
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,65,0.61,6,"TTHHHHHHTT",7,"HTTHHTHHHH",60,70,0.5
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,40,0.32,5,"THHTHTTTHH",3,"THTHTTHTTT",50,30,0.5
"5f12cbb3d0d9fa255017ba3d","crowd10CG","3",1,"310","2",21,"United States",1,50,0.62,5,"THTHTTHTHH",5,"TTHHHTTHHT",50,50,NA
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,50,0.33,2,"TTHTTHTTTT",6,"THTHHHHTTH",20,60,0.75
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,75,0.58,8,"HTHTHHHHHH",5,"THHHTHHTTT",80,50,0.166666666666667
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,80,0.72,8,"HHHHHHTTHH",8,"HHTHHHHHHT",80,80,NA
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,50,0.43,5,"HTHTHTHTHT",3,"HTTHTTTHTT",50,30,0
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,25,0.32,1,"TTHTTTTTTT",5,"TTHHTHHHTT",10,50,0.375
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,50,0.51,6,"HHTHHTHHTT",3,"THTTHTTTHT",60,30,0.333333333333333
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,40,0.44,3,"TTTHHTHTTT",5,"THHHHTTTTH",30,50,0.5
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,45,0.4,6,"HHHTHTTHHT",3,"THTTHTHTTT",60,30,0.5
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,50,0.52,3,"HTTTTHTTTH",7,"HTTHTHHHHH",30,70,0.5
"5f14534d0ad01c4a7a5330b5","crowd5CG","3",1,"248","2",20,"United States",1,50,0.47,7,"HHHTTHHTHH",3,"TTTTHTTTHH",70,30,0.5
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,15,0.32,1,"TTHTTTTTTT",2,"THTTTTTTHT",10,20,0.5
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,50,0.43,5,"HTHTHTHTHT",5,"THTHTTTHHH",50,50,NA
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,30,0.52,3,"HTTTTHTTTH",3,"TTHTTHHTTT",30,30,NA
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,70,0.47,7,"HHHTTHHTHH",7,"THHTHHTHHH",70,70,NA
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,46,0.4,6,"HHHTHTTHHT",2,"TTTTTTTHHT",60,20,0.35
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,37,0.33,2,"TTHTTHTTTT",5,"TTHHHTHTTH",20,50,0.566666666666667
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,40,0.44,3,"TTTHHTHTTT",5,"THTTHHHHTT",30,50,0.5
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,70,0.58,8,"HTHTHHHHHH",6,"TTHTHTHHHH",80,60,0.5
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,55,0.51,6,"HHTHHTHHTT",5,"THTTTHHTHH",60,50,0.5
"5f15116a93d2ed20233a303c","individual","1",1,"219","1",21,"United States",0,80,0.72,8,"HHHHHHTTHH",8,"HHTHHTHHHH",80,80,NA
"5f18e7bb33bfe6119eb7e146","crowd10CG","3",1,"221","1",22,"United States",0,38,0.32,4,"HHTTHTTHTT",3,"TTTHTHTHTT",40,30,0.2
"5f18e7bb33bfe6119eb7e146","crowd10CG","3",1,"221","1",22,"United States",0,59,0.32,5,"THHTHTTTHH",0,"TTTTTTTTTT",50,0,0
"5f18e7bb33bfe6119eb7e146","crowd10CG","3",1,"221","1",22,"United States",0,37,0.46,3,"TTTTHTTHTH",7,"HHHHHTTHTH",30,70,0.175
