"PROLIFIC_PID","exp_cond","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","hnum_priv","private_flips","xi_shared","xi_private","imputed_omega"
"5d9bbfb21e667f00171f8731","crowd30CG","3",1,"288","3",21,"United States",1,20,0.26,1,"TTTTTTTTTH",3,"TTTHHHTTTT",10,30,0.5
"5d9bbfb21e667f00171f8731","crowd30CG","3",1,"288","3",21,"United States",1,20,0.32,4,"HHTTHTTHTT",2,"TTTTTTTHHT",40,20,1
"5d9bbfb21e667f00171f8731","crowd30CG","3",1,"288","3",21,"United States",1,40,0.32,5,"THHTHTTTHH",4,"TTHHHTTTHT",50,40,1
"5d9bbfb21e667f00171f8731","crowd30CG","3",1,"288","3",21,"United States",1,30,0.53,6,"THHHHTHTTH",3,"TTHTHTTTTH",60,30,1
"5d9bbfb21e667f00171f8731","crowd30CG","3",1,"288","3",21,"United States",1,50,0.62,5,"THTHTTHTHH",5,"TTTTHTHHHH",50,50,NA
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,43,0.56,4,"TTTHHTTTHH",7,"HTHHHTHHHT",40,70,0.1
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,90,0.64,5,"THHHTHTTTH",10,"HHHHHHHHHH",50,100,0.8
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,61,0.39,3,"TTHHTTTTTH",3,"THHTTTTTTH",30,30,NA
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,72,0.37,3,"HTTTTTTTHH",3,"HTTTTHHTTT",30,30,NA
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,67,0.69,5,"THTHHTHTTH",7,"THHHHTHHTH",50,70,0.85
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,59,0.68,8,"HTHTHHHHHH",4,"THTTHTHHTT",80,40,0.525
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,94,0.48,8,"HHHTHHTHHH",5,"HTHTTTHHHT",80,50,0
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,75,0.74,7,"HHTTHHHTHH",8,"HHHHHHTHHT",70,80,0.5
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,83,0.72,6,"TTHTHTHHHH",7,"HHHTTHHHTH",60,70,1
"5da94705e3c5970011b6a8a7","crowd10CG","1",0,"129","1",36,"United States",1,62,0.46,9,"THHHHHHHHH",4,"TTHHTTHTTH",90,40,0.56
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,95,0.72,8,"HHHHHHTTHH",10,"HHHHHHHHHH",80,100,0.75
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,20,0.33,2,"TTHTTHTTTT",2,"THTTTTTTHT",20,20,NA
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,30,0.32,1,"TTHTTTTTTT",2,"HHTTTTTTTT",10,20,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,5,0.47,7,"HHHTTHHTHH",3,"TTTHHTTTTH",70,30,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,65,0.43,5,"HTHTHTHTHT",6,"HTHTHTHHTH",50,60,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,10,0.52,3,"HTTTTHTTTH",2,"TTTHTTTTTH",30,20,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,90,0.51,6,"HHTHHTHHTT",7,"THHHTHHTHH",60,70,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,40,0.4,6,"HHHTHTTHHT",5,"THHHTTTTHH",60,50,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,30,0.58,8,"HTHTHHHHHH",5,"TTHHTTTHHH",80,50,1
"5db37bb9da032c000f9e04fa","crowd10CG","3",1,"258","1",21,"United States",0,65,0.44,3,"TTTHHTHTTT",5,"TTHTTTHHHH",30,50,1
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,55,0.44,5,"HTHHTHTHTT",5,"HTTTHTHTHH",50,50,NA
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,85,0.52,6,"HTHTTTHHHH",8,"HHHHHHHTHT",60,80,1
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,25,0.26,2,"TTTHHTTTTT",3,"TTHTTTHHTT",20,30,0.5
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,48,0.47,5,"HHTTTHTHHT",4,"THTHTHTHTT",50,40,0.2
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,60,0.6,6,"HHTHTHHTHT",6,"HTHTTHHHHT",60,60,NA
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,70,0.47,5,"THTHTHHTTH",7,"HHHTHTHTHH",50,70,1
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,60,0.68,5,"HTHHTTHTHT",6,"TTTHHHHHHT",50,60,1
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,30,0.28,3,"HTTTTTTHTH",3,"TTHTHTTTHT",30,30,NA
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,45,0.52,7,"HHTHHHHTTH",4,"THTTTHHHTT",70,40,0.833333333333333
"5dcfa1ee86411b0c83bbb15b","crowd5CG","3",1,"351","1",23,"United States",1,60,0.47,4,"TTHTHHTHTT",6,"THHHTHHTHT",40,60,1
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,40,0.39,3,"TTHHTTTTTH",5,"THHTTHHTHT",30,50,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,80,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,65,0.69,5,"THTHHTHTTH",8,"HHHHHHTTHH",50,80,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,65,0.64,5,"THHHTHTTTH",8,"HHHHHTHTHH",50,80,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,50,0.48,8,"HHHTHHTHHH",2,"TTTHHTTTTT",80,20,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"TTHHTTTHTT",30,30,NA
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,55,0.56,4,"TTTHHTTTHH",7,"HHHTHTHHTH",40,70,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,70,0.74,7,"HHTTHHHTHH",7,"TTHHTHHHHH",70,70,NA
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,75,0.68,8,"HTHTHHHHHH",7,"HHTTHHHTHH",80,70,0.5
"5dd05b3a381b6714036968f7","crowd30CG","3",1,"217","1",20,"United States",1,65,0.46,9,"THHHHHHHHH",4,"HTTHTHTTTH",90,40,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,20,0.32,1,"TTHTTTTTTT",3,"TTTTTHHTHT",10,30,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,45,0.44,3,"TTTHHTHTTT",6,"HHTHHTHHTT",30,60,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,80,0.58,8,"HTHTHHHHHH",8,"THHHTHHHHH",80,80,NA
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,85,0.72,8,"HHHHHHTTHH",9,"HHHHHHHHTH",80,90,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,60,0.51,6,"HHTHHTHHTT",6,"TTHTHHHTHH",60,60,NA
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,35,0.43,5,"HTHTHTHTHT",2,"TTTTTHTTHT",50,20,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,35,0.52,3,"HTTTTHTTTH",4,"THHHTTTHTT",30,40,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,50,0.47,7,"HHHTTHHTHH",4,"TTHTTHHTHT",70,40,0.666666666666667
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,50,0.4,6,"HHHTHTTHHT",4,"TTHHHTTTTH",60,40,0.5
"5dd0840cf83c9f1603dcf0e8","crowd10CG","3",1,"250","1",21,"United States",0,35,0.33,2,"TTHTTHTTTT",5,"TTHHTHTHHT",20,50,0.5
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,83,0.72,8,"HHHHHHTTHH",9,"HHTHHHHHHH",80,90,0.3
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,47,0.51,6,"HHTHHTHHTT",4,"TTHTTHTTHH",60,40,0.65
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,47,0.33,2,"TTHTTHTTTT",5,"THHHHTTTHT",20,50,0.9
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,72,0.58,8,"HTHTHHHHHH",6,"HHTHTTHTHH",80,60,0.4
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,63,0.43,5,"HTHTHTHTHT",4,"HHHTTTHTTT",50,40,0
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,54,0.4,6,"HHHTHTTHHT",3,"THTTTHHTTT",60,30,0.2
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,37,0.32,1,"TTHTTTTTTT",3,"TTTTHHTHTT",10,30,1
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,46,0.44,3,"TTTHHTHTTT",3,"TTTHHTTTHT",30,30,NA
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,68,0.47,7,"HHHTTHHTHH",3,"HTTHTTTTTH",70,30,0.05
"5dd2441687c1fd266f9457f6","crowd5CG","3",1,"185","2",19,"United States",1,55,0.52,3,"HTTTTHTTTH",5,"HTTHTTHHTH",30,50,1
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,24,0.48,8,"HHHTHHTHHH",6,"HHHTTHHTHT",80,60,1
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,45,0.72,6,"TTHTHTHHHH",7,"HTHTHTHHHH",60,70,0
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,36,0.37,3,"HTTTTTTTHH",3,"TTTTHTHHTT",30,30,NA
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,23,0.64,5,"THHHTHTTTH",7,"HTHHHTHHHT",50,70,0
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,21,0.68,8,"HTHTHHHHHH",7,"THTTHHHHHH",80,70,1
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,14,0.74,7,"HHTTHHHTHH",8,"HTHHHTHHHH",70,80,0
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,51,0.69,5,"THTHHTHTTH",5,"HTHTHHTTHT",50,50,NA
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,15,0.56,4,"TTTHHTTTHH",7,"HTHHTHTHHH",40,70,0
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,31,0.46,9,"THHHHHHHHH",3,"THHTTTTHTT",90,30,0.983333333333333
"5de5a165e4b8c5524ea8c34a","individual","2",0,"701","1",22,"United States",1,12,0.39,3,"TTHHTTTTTH",1,"TTTHTTTTTT",30,10,0.9
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,50,0.69,5,"THTHHTHTTH",5,"HTHTHHTTHT",50,50,NA
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,65,0.72,6,"TTHTHTHHHH",7,"HTHTHTHHHH",60,70,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,75,0.68,8,"HTHTHHHHHH",7,"THTTHHHHHH",80,70,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,71,0.48,8,"HHHTHHTHHH",6,"HHHTTHHTHT",80,60,0.45
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,60,0.46,9,"THHHHHHHHH",3,"THHTTTTHTT",90,30,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,20,0.39,3,"TTHHTTTTTH",1,"TTTHTTTTTT",30,10,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"TTTTHTHHTT",30,30,NA
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,75,0.74,7,"HHTTHHHTHH",8,"HTHHHTHHHH",70,80,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,60,0.64,5,"THHHTHTTTH",7,"HTHHHTHHHT",50,70,0.5
"5deeafc8fa996902a730c901","crowd10CG","3",1,"255","1",32,"United States",1,55,0.56,4,"TTTHHTTTHH",7,"HTHHTHTHHH",40,70,0.5
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,30,0.39,3,"TTHHTTTTTH",5,"THHTTHHTHT",30,50,0
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,56,0.46,9,"THHHHHHHHH",4,"HTTHTHTTTH",90,40,0.68
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,30,0.37,3,"HTTTTTTTHH",3,"TTHHTTTHTT",30,30,NA
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,70,0.74,7,"HHTTHHHTHH",7,"TTHHTHHHHH",70,70,NA
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,79,0.68,8,"HTHTHHHHHH",7,"HHTTHHHTHH",80,70,0.1
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,63,0.69,5,"THTHHTHTTH",8,"HHHHHHTTHH",50,80,0.433333333333333
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,66,0.64,5,"THHHTHTTTH",8,"HHHHHTHTHH",50,80,0.533333333333333
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,59,0.56,4,"TTTHHTTTHH",7,"HHHTHTHHTH",40,70,0.633333333333333
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,41,0.48,8,"HHHTHHTHHH",2,"TTTHHTTTTT",80,20,0.65
"5defad479db50d000d727ed1","crowd10CG","3",1,"199","2",40,"United States",1,71,0.72,6,"TTHTHTHHHH",10,"HHHHHHHHHH",60,100,0.275
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,40,0.61,4,"THTHTTHTHT",4,"HHHTTTHTTT",40,40,NA
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,55,0.53,6,"THHHHTHTTH",5,"HHHTTTHTHT",60,50,0.5
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,15,0.26,1,"TTTTTTTTTH",2,"TTTTHTTHTT",10,20,0.5
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,25,0.39,1,"TTTTHTTTTT",4,"HTTHTHTTTH",10,40,0.5
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,55,0.62,5,"THTHTTHTHH",6,"TTTHHHHTHH",50,60,0.5
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,20,0.32,4,"HHTTHTTHTT",1,"TTHTTTTTTT",40,10,0.666666666666667
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,70,0.46,3,"TTTTHTTHTH",9,"HHHHHHHHTH",30,90,0.666666666666667
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,60,0.61,6,"TTHHHHHHTT",6,"THHTHHTHTH",60,60,NA
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,40,0.32,5,"THHTHTTTHH",3,"HTTTTTHHTT",50,30,0.5
"5df06f8e0965d20c95cc81e8","crowd30CG","3",1,"375","1",23,"United States",1,50,0.42,4,"TTTHHHTTHT",6,"THTTTHHHHH",40,60,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,70,0.48,8,"HHHTHHTHHH",6,"TTHHTHHHHT",80,60,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,40,0.37,3,"HTTTTTTTHH",3,"TTTTHHHTTT",30,30,NA
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,65,0.68,8,"HTHTHHHHHH",5,"TTHHHTTHTH",80,50,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,50,0.56,4,"TTTHHTTTHH",6,"HTTHHHTHTH",40,60,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,75,0.74,7,"HHTTHHHTHH",8,"HHHHHHHTTH",70,80,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,25,0.39,3,"TTHHTTTTTH",2,"TTTTTTHTHT",30,20,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,60,0.64,5,"THHHTHTTTH",7,"HHTHHHHHTT",50,70,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,65,0.72,6,"TTHTHTHHHH",6,"TTHTHTHHHH",60,60,NA
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,55,0.69,5,"THTHHTHTTH",6,"HHTHTHTHHT",50,60,0.5
"5df40ad0fa3d102e8140c70f","individual","1",1,"238","1",19,"United States",1,65,0.46,9,"THHHHHHHHH",4,"THTHHTHTTT",90,40,0.5
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,52,0.33,2,"TTHTTHTTTT",5,"TTHHTHTHHT",20,50,1
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,60,0.51,6,"HHTHHTHHTT",5,"TTTHHHHTHT",60,50,0
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,42,0.44,3,"TTTHHTHTTT",2,"TTTTHTTHTT",30,20,0
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,53,0.4,6,"HHHTHTTHHT",3,"HTHHTTTTTT",60,30,0.233333333333333
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,54,0.58,8,"HTHTHHHHHH",6,"HTHTHTHHTH",80,60,1
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,42,0.32,1,"TTHTTTTTTT",5,"TTHTHHHHTT",10,50,0.8
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,39,0.43,5,"HTHTHTHTHT",7,"HTHTHHHTHH",50,70,0
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,29,0.72,8,"HHHHHHTTHH",7,"THHHHHTHHT",80,70,1
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,41,0.52,3,"HTTTTHTTTH",7,"HHHHHHTTTH",30,70,0.275
"5df6fb1b5777b54d1122dbb7","crowd5CG","3",1,"195","2",23,"United States",1,51,0.47,7,"HHHTTHHTHH",5,"THTTTTHHHH",70,50,0.95
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,30,0.26,2,"TTTHHTTTTT",3,"HTHTTTTTHT",20,30,1
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,55,0.52,6,"HTHTTTHHHH",5,"THHTTTTHHH",60,50,0.5
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,10,0.47,5,"THTHTHHTTH",1,"HTTTTTTTTT",50,10,1
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,45,0.6,6,"HHTHTHHTHT",3,"THTTTHTHTT",60,30,0.5
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,30,0.28,3,"HTTTTTTHTH",3,"TTHTHHTTTT",30,30,NA
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,30,0.47,4,"TTHTHHTHTT",1,"TTHTTTTTTT",40,10,0.333333333333333
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,50,0.44,5,"HTHHTHTHTT",4,"HHTTTTTHHT",50,40,0
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,60,0.52,7,"HHTHHHHTTH",4,"HHTTTHTHTT",70,40,0.333333333333333
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,50,0.47,5,"HHTTTHTHHT",2,"TTHTTTTTTH",50,20,0
"5dfdc45e617219a8e2e05c26","crowd10CG","3",1,"268","1",NA,"United States",0,50,0.68,5,"HTHHTTHTHT",6,"TTHHHTTHHH",50,60,0
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,50,0.53,6,"THHHHTHTTH",5,"HHHTTTHTHT",60,50,1
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,40,0.61,4,"THTHTTHTHT",4,"HHHTTTHTTT",40,40,NA
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,56,0.46,3,"TTTTHTTHTH",9,"HHHHHHHHTH",30,90,0.433333333333333
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,52,0.42,4,"TTTHHHTTHT",6,"THTTTHHHHH",40,60,0.6
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,52,0.62,5,"THTHTTHTHH",6,"TTTHHHHTHH",50,60,0.2
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,60,0.61,6,"TTHHHHHHTT",6,"THHTHHTHTH",60,60,NA
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,29,0.32,4,"HHTTHTTHTT",1,"TTHTTTTTTT",40,10,0.366666666666667
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,19,0.39,1,"TTTTHTTTTT",4,"HTTHTHTTTH",10,40,0.3
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,43,0.32,5,"THHTHTTTHH",3,"HTTTTTHHTT",50,30,0.35
"5e050a93130644f507aa9661","crowd10CG","3",1,"197","1",27,"United States",0,13,0.26,1,"TTTTTTTTTH",2,"TTTTHTTHTT",10,20,0.3
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,50,0.43,5,"HTHTHTHTHT",5,"THTHTTTHHH",50,50,NA
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,70,0.47,7,"HHHTTHHTHH",7,"THHTHHTHHH",70,70,NA
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,100,0.33,2,"TTHTTHTTTT",5,"TTHHHTHTTH",20,50,1
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,30,0.52,3,"HTTTTHTTTH",3,"TTHTTHHTTT",30,30,NA
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,80,0.72,8,"HHHHHHTTHH",8,"HHTHHTHHHH",80,80,NA
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,0,0.51,6,"HHTHHTHHTT",5,"THTTTHHTHH",60,50,1
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,0,0.58,8,"HTHTHHHHHH",6,"TTHTHTHHHH",80,60,1
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,100,0.44,3,"TTTHHTHTTT",5,"THTTHHHHTT",30,50,1
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,0,0.4,6,"HHHTHTTHHT",2,"TTTTTTTHHT",60,20,1
"5e0583957dd477fb29fae7dd","crowd30CG","3",1,"818","2",22,"United States",1,100,0.32,1,"TTHTTTTTTT",2,"THTTTTTTHT",10,20,1
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,35,0.52,3,"HTTTTHTTTH",4,"THHHTTTHTT",30,40,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,45,0.44,3,"TTTHHTHTTT",6,"HHTHHTHHTT",30,60,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,50,0.4,6,"HHHTHTTHHT",4,"TTHHHTTTTH",60,40,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,35,0.33,2,"TTHTTHTTTT",5,"TTHHTHTHHT",20,50,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,60,0.51,6,"HHTHHTHHTT",6,"TTHTHHHTHH",60,60,NA
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,55,0.47,7,"HHHTTHHTHH",4,"TTHTTHHTHT",70,40,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,85,0.72,8,"HHHHHHTTHH",9,"HHHHHHHHTH",80,90,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,35,0.43,5,"HTHTHTHTHT",2,"TTTTTHTTHT",50,20,0.5
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,80,0.58,8,"HTHTHHHHHH",8,"THHHTHHHHH",80,80,NA
"5e0ea41b4acfb95ea854b983","individual","1",1,"168","1",19,"United States",1,20,0.32,1,"TTHTTTTTTT",3,"TTTTTHHTHT",10,30,0.5
"5e164449f46b13000baa397d","crowd5CG","3",1,"447","1",27,"United States",0,25,0.58,8,"HTHTHHHHHH",4,"TTTTTHTHHH",80,40,1
"5e164449f46b13000baa397d","crowd5CG","3",1,"447","1",27,"United States",0,50,0.43,5,"HTHTHTHTHT",5,"HTHTHHTHTT",50,50,NA
