"PROLIFIC_PID","exp_cond","type","quiz","quiz_correct","Duration..in.seconds.","clarity","age","Nationality","Gender","xi","prob_heads","hnum","common_flips","xi_shared"
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"30",0.26,2,"TTTHHTTTTT",20
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"40",0.47,4,"TTHTHHTHTT",40
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"60",0.47,5,"HHTTTHTHHT",50
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"50",0.44,5,"HTHHTHTHTT",50
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"30",0.28,3,"HTTTTTTHTH",30
"5fc5688cee11d40b6b0ca6f3","crowd10","nonexpert","1",1,"363","2",18,"Brazil",0,"75",0.6,6,"HHTHTHHTHT",60
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"43",0.28,3,"HTTTTTTHTH",30
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"45",0.52,6,"HTHTTTHHHH",60
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"61",0.52,7,"HHTHHHHTTH",70
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"29",0.26,2,"TTTHHTTTTT",20
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"50",0.47,5,"HHTTTHTHHT",50
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"53",0.68,5,"HTHHTTHTHT",50
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"50",0.47,5,"THTHTHHTTH",50
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"26",0.47,4,"TTHTHHTHTT",40
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"50",0.44,5,"HTHHTHTHTT",50
"5fc5949843622e10a1b25572","crowd10","nonexpert","1",1,"515","1",28,"",0,"70",0.6,6,"HHTHTHHTHT",60
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.32,5,"THHTHTTTHH",50
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"40",0.46,3,"TTTTHTTHTH",30
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.42,4,"TTTHHHTTHT",40
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.32,4,"HHTTHTTHTT",40
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.61,6,"TTHHHHHHTT",60
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"8",0.26,1,"TTTTTTTTTH",10
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"8",0.39,1,"TTTTHTTTTT",10
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.53,6,"THHHHTHTTH",60
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.62,5,"THTHTTHTHH",50
"5fc5ae39fb16f61403f3b684","crowd10","nonexpert","1",1,"270","1",18,"United States",1,"50",0.61,4,"THTHTTHTHT",40
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"67",0.58,8,"HTHTHHHHHH",80
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"35",0.32,1,"TTHTTTTTTT",10
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"98",0.47,7,"HHHTTHHTHH",70
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"63",0.4,6,"HHHTHTTHHT",60
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"54",0.43,5,"HTHTHTHTHT",50
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"20",0.52,3,"HTTTTHTTTH",30
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"44",0.33,2,"TTHTTHTTTT",20
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"82",0.72,8,"HHHHHHTTHH",80
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"79",0.44,3,"TTTHHTHTTT",30
"5fc91d4eca466536baeffc93","crowd10","nonexpert","3",0,"222","2",33,"Peru",1,"61",0.51,6,"HHTHHTHHTT",60
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"35",0.42,4,"TTTHHHTTHT",40
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"15",0.26,1,"TTTTTTTTTH",10
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"60",0.62,5,"THTHTTHTHH",50
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"50",0.32,5,"THHTHTTTHH",50
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"40",0.46,3,"TTTTHTTHTH",30
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"55",0.53,6,"THHHHTHTTH",60
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"10",0.39,1,"TTTTHTTTTT",10
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"60",0.61,6,"TTHHHHHHTT",60
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"40",0.61,4,"THTHTTHTHT",40
"5fceb8342eb3f717cf22535d","crowd10","nonexpert","1",1,"356","1",29,"South Africa",1,"40",0.32,4,"HHTTHTTHTT",40
