556dcc18fdf99b3ec7b62dc3,1
55b660dffdf99b1c029069a2,1
55b7c926fdf99b2d22072739,1
57c95ec2c6c5ed00013fa343,0.71
58505d5b89f4a8000152bf2f,1
58a609cbef58a9000119c473,1
590203d0fb96b90001dddae0,1
596116d4d865d10001cd6485,0.91
598b4594474b9200017e0a77,0.93
59e91d78d4ab970001389c67,1
5a37e2880006450001bf23ea,1
5a8c508bf1408d000176bb58,1.01
5aa926bdf053610001411bf8,0.91
5ab786890527ba0001c18177,1
5acbd2ea436f550001002904,0.43
5adf629ddee8590001b05f7b,0.81
5b09360c2971540001e3e248,1
5b166e64dbae3e00017e5ddb,1
5b27a2477f78160001464118,0.81
5b4b1ef3b8b20a00015a33a2,1
5b8aef321a9fb60001e630c3,0.91
5b8bbd437073290001839123,0.91
5bfa9b293db90d0001f52ddb,1
5bfc998d6e6cd80001be4d5d,1
5c1a59395b2ab700015af793,1
5c1e3c9ce471fe0001bcac55,1
5c23c651d9435800010b7e48,0.91
5c338c7e2714e400013de136,1
5c3ce3a6de04ad0001d8a6cc,0.95
5c62e304d4bb5f0001fc002b,0.91
5c6564046f2502000129f294,0.43
5c6d21fafc2e7600015c0d2d,0.83
5c6e992b9d7a31000146fd95,1
5c8119441c40f30001b464b1,1
5c87b4fc7e3a9f0016245fde,1.35
5c8a65405abd6b0016767b56,1.21
5c973f7fc428fa0016cf0fa7,1.21
5c993037a103c80001451799,1
5ca48653ed23650001328d9d,1
5cb0a3f60672270001bf53e8,1
5cb0d94aff629100171b05b1,1
5cc369725986a4001b4e9041,1
5cd6d5a4efab0c0001d08922,1
5cdd993da7b516001928b4e7,1
5ce00c12ccdf040015e933f1,1
5ce14af5836810000178d8bb,1.01
5cebf1ca4a66db00197ba885,0.83
5cf44193fc94fd0001197a6b,1
5cf7cbe401a41f0017d1846f,1
5d0cc79d86e3430016414310,1
5d128639c5b76100165f832a,1
5d1626efdb7eb7001af1a833,0.83
5d2202ffa80a600017d967b5,0.81
5d26311d948902000131c225,1
5d3b8c160c782a0019e0b205,0.83
5d494efbc83d9f00012610af,0.91
5d4d73167ec86f001a21fd79,1.13
5d61a78c6512d700179fad0e,0.81
5d68133c08c075001555aea7,1
5d753f9afaed210001bf2ea0,1
5d7807b537d04e00181e9639,1
5d7bb2b8bbfa960018fa2d9d,1.17
5d7cb3b8647c5800013a0334,1
5d7e41fbdae2e70018884408,1
5d9354932f8730001a5f8fca,1
5d93c49c3d68db0018d3f372,1
5d95c116fa70c50018fc6e9e,1
5d95fe287f664d0016591f9b,1.21
5d9cac8dfe9f29001758b61f,1
5d9f5cae4d62c40010ae40e6,1
5da0846e3c503a0012d7455a,0.83
5dadacfb949a4d00151f5236,1
5db33578fc2558000e7eae2b,1
5db853720f6ebd000ba94ed8,1
5dbe0fff15de0132ac0e6d1e,1
5dbf0a10cd12db3b944ea75b,1
5dd0a6c48a3c5e17b0668046,1
5de016f1a63c7b0947c54c6b,1
5de0803843e90d0fcc462b13,0.79
5dee55cbbc4b5c4f6bfe9468,1.05
5deeae4afe675754baef331c,1
5df4d2d8e297d536051bd215,1
5dfe6f8018e869b0afbd65ca,0.91
5e0d967dbbaeff4f1003e941,1
5e0fdde8b638537085d51b6c,1
5e201890d6b7e131dd2bb2dd,1
5e25e96fd9ab6083b581ed08,1
5e2abe71c449a810e90ce7c1,1
5e2afb5b970346000a080075,1
5e3964db34f9ab172aac9283,1
5e399832a6df461b2f4db341,1.06
5e3c7cf5eaf82406cfd6b815,1
5e3cb8b34a4f380aa4e72538,1
5e428c10862600119b1bf307,1.41
5e49a1928a2a3f000aa0b802,1
5e4bc4eb2e6151011d4ecb14,1
5e4d94e8ee0d4509aacdfbc8,1.33
5e56a20d412e89053bc365bf,0.91
5e5eb4149ad3de1ea79c3b68,0.84
5e5f715ddcec7b2acb5bba54,0.89
5e60f7b720abd6000eaf36ed,0.79
5e6390db8a25da10a0ca6eca,1
5e6528037f7cf82a6f5a1456,1
5e6a1b480650cd000c4ac495,1.23
5e6a53649dae0e000cbe6857,1
5e6d90e61689b0361c2bd7e1,1
5e6e244a1814a43cc31f430a,1
5e724d9eafe9d90680b0766a,1
5e7629e7b6b83e01143a20fe,0.91
5e77e5cd23ab77079e09851a,1.21
5e787106a9d3b53ee4281eb1,0.83
5e7949a8dafa1e04a1ce49ce,0.71
5e7a4f0bab558a02ff3eeb61,1
5e7b5dd2e47a3d153c6329a8,0.43
5e7dd515aa9da60009e412f2,1
5e7f5cf737976e000850a4bb,1.35
5e835bd7ab372c059d771188,1
5e85dd630d7d0a1dbe601308,1.05
5e870e38ca754f0121b24765,0.93
5e87c4c242701c45712423d9,1
5e90781c06c6ee000974d087,1
5e94dc714b34ff84c349e18c,1.33
5e9631ad46d0e20b50650a6a,1
5e982fff8aed7f012583e8e7,1
5e99ee312893af06071c30de,1
5e99f1ab02672c06c51487bd,1
5e9e1d11ac750d1e12b11187,1
5e9f5b1969874d0acf8a48c4,1
5ea0340f9e25cb00094e39bd,0.91
5ea4235890d52b3c59125f7b,1
5ea42e40492d2d000c1fe837,1
5ea572bedfd09255284a08e1,1.17
5ea6db215a4011076de48877,1
5ea721158bfde70ca3b31580,1
5ea9a41b87b4150bf9634637,1
5eaa97d07eda6e01ec108107,1
5eb1e23ebf6e0032a2571367,1
5eb2cdde72398906db05df37,1
5eb3180b1cfc100f09a7015a,1
5eb4208c076e4723c65d31dd,1
5eb45f0df625d52a7ebdf0ea,0.79
5eb4ba4ec885940009ecee48,0.87
5eb69421b2c9c859401188bf,0.43
5eb6d6c86b2e3c071bdd963e,1
5ec3f2caaa5afd2827ae4f67,1
5ec43d07622b9730e2ae46b7,1
5ec6563b04e80f030b94e03c,1
5ec665a1191e78021cd99df5,0.93
5ec875255c6a2700081554ac,1
5ec94c415b7920456c117cbe,1
5ecc0b5614e1260be3ff6052,1
5ecc51493457af81cdd2ee05,1
5ece2f54b53e7d1af98b011c,1
5ed17172ae88660bc7bc3d77,1
5ed225b7b49d48185e9e56ae,1
5ed3a0abd5144e000b1f7575,0.99
5ed80aebb1cd3b12cd6a9bb5,1
5ed8162f9883863100f36190,1
5ed8f53aca05b8417fef05e7,1
5ed91ca79e50c2472f4045a2,1
5eda19fa68ef200309777c96,1
5eda72f857f96266db9ffbc5,1.37
5ede418ca9b96f06161a20e0,1
5edfbf8606e3cc2c3693d9bd,1
5ee26a75d30bbc737f104e93,1
5ee5162df29f760a66fb6cad,0.91
5eee74e2cb94ad322e626425,0.83
5ef08aa7177a735c78ffbf40,1.17
5ef0e89b2d63da68ac614f46,0.91
5ef1162af9461b37e8147ead,0.97
5ef3dd303bad3a1816832a54,1
5ef5c4db3ce68a02806df888,0.71
5ef61d9b9e9e130b1f491ee7,1
5ef8a903a4d98d60bbc3da8d,0.72
5efa597a7b41d489612c509f,1
5efa71fb67e0c1183e9aea62,1
5efc87b969136802a7c7a683,1
5efde4d18d99db26595128a1,0.75
5efe403c122196324c8de118,1
5eff3f91e8a2850a5d017f9c,1
5eff7df90aede705593e92d7,1
5f00702b5c375717c60bc745,1
5f00f321c6d8de23b286a7ef,1.33
5f031154d2fab64a687af6db,1
5f05c6a43d76680778711cc7,0.43
5f06cdb0b667ed23a7c039ad,1
5f0c7207bc55e4415099f61c,1
5f0ccbd3de11c316e48ae99d,1
5f0d8e1904ce050307640c3f,0.91
5f0e293207ba641591b3a0d6,1.01
5f10499e5449022bc17acad2,0.91
5f11636f7d03fb0009716b86,1.21
5f117fa39bca135207d424d3,1
5f11ac129e9bae048584e875,0.81
5f11d481902ff50b23166de1,0.91
5f12f3b9b6d334012fba9ca4,1
5f131bd4d2d19d031cbc7930,1
5f140ed5565000448d082e16,1
5f14279fc08bc146c73053eb,1
5f1475dc10e53a053e1fda1e,1
5f14da44b3ab9d47a1767040,1
5f15672bb9e53c000b59d81b,1
5f15f246188dff71f0530cea,1.19
5f1727b477a05b0508da6b5e,1
5f1729711e2e9503ef512ab3,0.91
5f1770bd3565ea0f334515a1,1.17
5f1997c49cdd9800087f75d4,1
5f1a01e6cbf55f0d9a4235e9,1
5f1acaacc1b4612139b0619f,0.43
5f1c0b2946a0aa454dd5ee2c,1
5f1e33e58d05fc3a189c6ab4,1.13
5f1f69e5ed4f031774cd857d,0.91
5f216a2ed71bef2eaa415620,0.71
5f228dd0a6367c7582946207,0.93
5f233ef24281050e715ca769,1
5f2344d7da440d039a4889d7,1
5f23f85081070f035e65bc81,1
5f2401e12ecae8039a63618d,1
5f26ad14db44f940a40c86dd,1
5f26b57a60644b4198c9d5e9,1
5f29666d4eeb0b042380f50b,1
5f2aa91e781f28324e3951e7,1
5f2ad259fcefd53b7e09cebf,0.76
5f2b247cb986da52666bc94f,0.71
5f2e589cdc868c1c082465f4,1
5f31198616a1ff5a28b68fbf,1
5f3124fd8f9c8705e7fab635,1
5f316bcd6be94e000aeeaf49,1
5f317a5d4634da032b4d40a0,1
5f33cac684d9d9065dad86a8,1
5f343b0f19d95a30e188ee9f,1
5f39b00fb05fd85622540c3a,1
5f3d49b787fe930ad9a39a59,1
5f3fdbf989c7a90853e0f395,1.03
5f3fe127ee81c20a2267b0e4,1
5f4024f6ea5204135f6d7a42,0.67
5f4056738318181904984b01,1
5f4199ecedf13a359c9e7e97,1.17
5f4242544b817f01fe53aecc,1
5f44df7165e28d01d763f7ea,1
5f452b74e5f76e0abc3b1288,0.81
5f478ddfcf343604f9af69bf,1.21
5f479dd7144b1c1946ec23da,1
5f47e34e733d7f230c29818c,1
5f4a274f21ec8a5971fbb33f,1
5f4bd5af6591fd0a0899594f,1
5f4d604f0bee2417271ab73a,1
5f4deb2cc3368e9b3de01170,1
5f4f5d8a9468440009ed7a67,1
5f4fd83ee29c990ff18bb7eb,1
5f511e2496d3151149711074,1.29
5f529a2d59f07c03f6c2f27f,1.13
5f56a4525e6f8a0fc2596d89,1
5f57f03892080132c51f93f6,0.95
5f58c51ec2465204eab77036,1
5f58f55dbf27550b01e8dfb3,1
5f58f80199fe990bc281f681,1
5f58fae91feaa10c5607d684,0.89
5f5b6d590adc3929cbf17ab8,1.05
5f5d4a91bacc025992479115,1.29
5f5e77740bfb351138cab0c5,1
5f60d8caba1ab304f1fe19eb,1
5f610965f358ec05e6e10d7a,0.79
5f646952bf0cff1f0777181c,1
5f65cf7c66875b15254e554e,1
5f66b46477c78d2af269f094,1
5f67377af1af6f32004161cd,1
5f68e069c74f3f0775307fc6,1
5f68f1e9fe85b20a54b3eb74,1
5f69ab16207a77000a7091d9,1
5f69d7337c7dbf0008b2e6d2,0.75
5f69e100d08cff01c38efba6,1
5f69fde395b6000219fb371c,1.03
5f6a309c9fbd7a0a1a014543,1
5f6a4779c24e870dbd45d987,0.91
5f6b2dc9c5ebb421370b5f7b,0.91
5f6b3ba9c6e2f22337d854bc,0.81
5f6b43d30f9f402495c8e5c2,1.13
5f6be55b0da83b160365a6f7,1
5f6e1ae429ca17301e49a192,1
5f70c0bd2a4dc00b10108ddc,1
5f71935e1b5cc67c14c657b1,0.71
5f71d4cc0d3ce7052e72c357,1
5f735a3df5b78705ebbb8294,1
5f75bee2d7804525976f98fc,1
5f76f50e1dec7f1a73621afb,1
5f770892937cb105ee336e43,1
5f77816bdacc842d07347555,1
5f7788f66806a618024faa85,0.72
5f7afb469e43b9015ef53b9f,1
5f7b8e13d381cb15f92aba30,1
5f7f93b7e87e8815a7ad1bf1,1
5f80b0929d9b4412932b3636,1
5f817a07203bc72282570e57,1
5f8838e4f53c3e2a5dbed323,1
5f88a0acf001bb06cdf50449,1
5f88cb3fecf8b70cc7bfa161,1
5f89e4b724be0004e69b7dec,1
5f8d88be68198208a829cd5f,1
5f8de9a734f520173c8cd86f,1
5f903ace3e172508575e9444,1.25
5f906d9892b0ac120238830b,1.21
5f90ff9c1b683b21b409f70d,1
5f96e849cec2290158affc70,1
5f96ecc8373a81020c60b7de,0.71
5f96f17d1a4b5702788bb5ba,1
5f97d644018e770008790f06,1
5f985447d7631f0f58dddbbd,1.21
5f98a6403dd8d91b73a2ab89,1
5f999e9b0a5b3302594204bb,1
5f99f4d94319d00f0b057113,1
5f9c0080868a69015227cb6b,1
5f9c18a035fe7a04a370550a,1
5f9c201c868a6904a844d13f,1
5f9c3084b4af1c085fff54b7,1
5f9d21a3607bcd22252a714c,1
5f9da7599932bc2fde07f6cf,1
5f9eab308e503705011ad793,1
5f9efcb010da930d562c23d8,1
